GIP_value,Lung cancer,Pulmonary tuberculosis,Moyamoya disease,Repeated implantation failure,Intracranial aneurysms,Radiation-induced liver fibrosis,Glioma,Hepatic steatosis,Papillary thyroid carcinoma,Diabetes retinopathy,Cervical carcinoma,Triple negative breast cancer,Immunosenescence,Laryngeal squamous cell cancer tissues,Facet joint osteoarthritis,Glioblastoma multiforme,Bladder cancer,Pancreatic cancer,Acne,Type 2 diabetes mellitus,T2DM with depression,Myocardial senescence,Pancreatic ductal adenocarcinoma,Hirschsprung disease,Intervertebral disc degeneration,Acute myeloid leukemia,Coronary artery disease,Ovarian endometriosis,Pre-eclampsia,Oral squamous cell carcinoma,Colon cancer,Glioblastoma,Esophageal cancer,Primary biliary cholangitis,Hepatocellular carcinoma,Gastric cancer,Liver cancer,Diabetic retinopathy,Non-small cell lung cancer,Hypertension,Primary hepatic carcinoma,Rheumatoid arthritis,Primary great saphenous vein varicosities,Multiple system atrophy,Osteoarthritis,Cardiovascular disease,Systemic lupus erythematosus,Hepatoblastoma,Multiple sclerosis,Major depressive disorder,Basal cell carcinoma,Hypopharyngeal squamous cell carcinoma,Heart disease,Leukoaraiosis,Colorectal cancer,Thoracic aortic dissection,Cervical cancer,Lung adenocarcinoma,Infantile hemangioma,Cutaneous squamous cell carcinoma,Tuberculosis,Active pulmonary tuberculosis,Breast cancer,Essential hypertension,Lupus nephritis,Clear cell renal cell carcinoma,Osteosarcoma,Atherosclerosis,Myocardial infarction,Endometrial cancer,Oral squamous cell carcinomas
Colon cancer,0.3780976665098228,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.5736286781744419,0.28636466245512926,0.011723218071623406,0.21688766466087056,0.07136685578438089,0.0820047199030401,0.21688766466087056,0.5736286781744419,0.5736286781744419,0.4992160841164309,0.24921669864054344,0.5736286781744419,0.09422825221127121,0.14295784542017317,0.32904986042415735,0.43445648399879355,0.3780976665098228,0.5736286781744419,0.10827381064515743,0.5736286781744419,0.3780976665098228,0.28636466245512926,0.3780976665098228,0.28636466245512926,0.43445648399879355,0.5736286781744419,1.0,0.18875243648859394,0.18875243648859394,0.3780976665098228,0.12441298439175678,0.0009613592143257353,0.43445648399879355,0.24921669864054344,0.28636466245512926,0.5736286781744419,0.32904986042415735,0.16426698280000598,0.32904986042415735,0.32904986042415735,0.24921669864054344,0.5736286781744419,0.21688766466087056,0.062108962881291446,0.16426698280000598,0.32904986042415735,0.43445648399879355,0.28636466245512926,0.5736286781744419,0.3780976665098228,0.040938075149060435,0.21688766466087056,0.28636466245512926,0.3780976665098228,0.28636466245512926,0.43445648399879355,0.16426698280000598,0.32904986042415735,0.00509322810454862,0.4992160841164309,0.28636466245512926,0.4992160841164309,0.05405202776263944,0.5736286781744419,0.5736286781744419,0.4992160841164309,0.5736286781744419
Glioblastoma,0.16426698280000598,0.10827381064515743,0.14295784542017317,0.12441298439175678,0.24921669864054344,0.12441298439175678,0.00509322810454862,0.09422825221127121,0.031005793238131085,0.03562748228038069,0.09422825221127121,0.24921669864054344,0.24921669864054344,0.21688766466087056,0.10827381064515743,0.24921669864054344,0.040938075149060435,0.062108962881291446,0.14295784542017317,0.18875243648859394,0.16426698280000598,0.24921669864054344,0.047040259082046246,0.24921669864054344,0.16426698280000598,0.12441298439175678,0.16426698280000598,0.12441298439175678,0.18875243648859394,0.24921669864054344,0.18875243648859394,1.0,0.0820047199030401,0.16426698280000598,0.05405202776263944,0.0004176687441158018,0.18875243648859394,0.10827381064515743,0.12441298439175678,0.24921669864054344,0.14295784542017317,0.07136685578438089,0.14295784542017317,0.14295784542017317,0.10827381064515743,0.24921669864054344,0.09422825221127121,0.026983641638217464,0.07136685578438089,0.14295784542017317,0.18875243648859394,0.12441298439175678,0.24921669864054344,0.16426698280000598,0.017785812190939176,0.09422825221127121,0.12441298439175678,0.21688766466087056,0.12441298439175678,0.18875243648859394,0.07136685578438089,0.14295784542017317,0.002212785974506034,0.21688766466087056,0.12441298439175678,0.21688766466087056,0.023483253934761496,0.24921669864054344,0.24921669864054344,0.21688766466087056,0.24921669864054344
Esophageal cancer,0.16426698280000598,0.10827381064515743,0.14295784542017317,0.12441298439175678,0.24921669864054344,0.12441298439175678,0.00509322810454862,0.09422825221127121,0.031005793238131085,0.03562748228038069,0.09422825221127121,0.24921669864054344,0.24921669864054344,0.21688766466087056,0.10827381064515743,0.24921669864054344,0.040938075149060435,0.0820047199030401,0.14295784542017317,0.18875243648859394,0.16426698280000598,0.24921669864054344,0.047040259082046246,0.24921669864054344,0.16426698280000598,0.16426698280000598,0.16426698280000598,0.12441298439175678,0.18875243648859394,0.24921669864054344,0.18875243648859394,0.0820047199030401,1.0,0.16426698280000598,0.05405202776263944,0.0004176687441158018,0.18875243648859394,0.10827381064515743,0.12441298439175678,0.24921669864054344,0.14295784542017317,0.07136685578438089,0.14295784542017317,0.14295784542017317,0.10827381064515743,0.24921669864054344,0.09422825221127121,0.026983641638217464,0.09422825221127121,0.14295784542017317,0.18875243648859394,0.12441298439175678,0.24921669864054344,0.16426698280000598,0.017785812190939176,0.09422825221127121,0.12441298439175678,0.16426698280000598,0.12441298439175678,0.18875243648859394,0.07136685578438089,0.14295784542017317,0.002212785974506034,0.21688766466087056,0.12441298439175678,0.21688766466087056,0.023483253934761496,0.24921669864054344,0.24921669864054344,0.21688766466087056,0.24921669864054344
Primary biliary cholangitis,0.32904986042415735,0.21688766466087056,0.28636466245512926,0.24921669864054344,0.4992160841164309,0.24921669864054344,0.010202451937347319,0.18875243648859394,0.062108962881291446,0.07136685578438089,0.18875243648859394,0.4992160841164309,0.4992160841164309,0.43445648399879355,0.21688766466087056,0.4992160841164309,0.0820047199030401,0.12441298439175678,0.28636466245512926,0.3780976665098228,0.32904986042415735,0.4992160841164309,0.09422825221127121,0.4992160841164309,0.32904986042415735,0.24921669864054344,0.32904986042415735,0.24921669864054344,0.3780976665098228,0.4992160841164309,0.3780976665098228,0.16426698280000598,0.16426698280000598,1.0,0.10827381064515743,0.0008366492134463958,0.3780976665098228,0.21688766466087056,0.24921669864054344,0.4992160841164309,0.28636466245512926,0.14295784542017317,0.28636466245512926,0.28636466245512926,0.21688766466087056,0.4992160841164309,0.18875243648859394,0.05405202776263944,0.14295784542017317,0.28636466245512926,0.3780976665098228,0.24921669864054344,0.4992160841164309,0.32904986042415735,0.03562748228038069,0.18875243648859394,0.24921669864054344,0.32904986042415735,0.24921669864054344,0.3780976665098228,0.14295784542017317,0.28636466245512926,0.004432521396866594,0.43445648399879355,0.24921669864054344,0.43445648399879355,0.047040259082046246,0.4992160841164309,0.4992160841164309,0.43445648399879355,0.4992160841164309
Hepatocellular carcinoma,0.10827381064515743,0.07136685578438089,0.09422825221127121,0.0820047199030401,0.16426698280000598,0.0820047199030401,0.0033571153859683076,0.062108962881291446,0.02043694556717813,0.023483253934761496,0.062108962881291446,0.16426698280000598,0.16426698280000598,0.14295784542017317,0.07136685578438089,0.16426698280000598,0.026983641638217464,0.05405202776263944,0.09422825221127121,0.12441298439175678,0.10827381064515743,0.16426698280000598,0.040938075149060435,0.16426698280000598,0.10827381064515743,0.0820047199030401,0.10827381064515743,0.0820047199030401,0.12441298439175678,0.16426698280000598,0.12441298439175678,0.05405202776263944,0.05405202776263944,0.10827381064515743,1.0,0.00027529930690851743,0.12441298439175678,0.07136685578438089,0.0820047199030401,0.16426698280000598,0.09422825221127121,0.047040259082046246,0.09422825221127121,0.09422825221127121,0.07136685578438089,0.16426698280000598,0.062108962881291446,0.017785812190939176,0.047040259082046246,0.09422825221127121,0.12441298439175678,0.0820047199030401,0.16426698280000598,0.10827381064515743,0.011723218071623406,0.062108962881291446,0.0820047199030401,0.14295784542017317,0.10827381064515743,0.12441298439175678,0.047040259082046246,0.09422825221127121,0.0014585205469660432,0.14295784542017317,0.0820047199030401,0.14295784542017317,0.02043694556717813,0.16426698280000598,0.16426698280000598,0.14295784542017317,0.16426698280000598
Gastric cancer,0.0008366492134463958,0.0005514632153644913,0.0007281169160597433,0.0006336637086748647,0.0012693174936388404,0.0006336637086748647,2.5940972524963927e-05,0.00047992598240494236,0.0001579195775242728,0.00018145889404474282,0.00047992598240494236,0.0012693174936388404,0.0012693174936388404,0.0011046583491806632,0.0005514632153644913,0.0012693174936388404,0.0002085069548953182,0.00031633511529136066,0.0007281169160597433,0.0009613592143257353,0.0008366492134463958,0.0012693174936388404,0.00031633511529136066,0.0012693174936388404,0.0008366492134463958,0.0006336637086748647,0.0008366492134463958,0.0006336637086748647,0.0009613592143257353,0.0012693174936388404,0.0009613592143257353,0.0004176687441158018,0.0004176687441158018,0.0008366492134463958,0.00027529930690851743,1.0,0.0009613592143257353,0.0005514632153644913,0.0006336637086748647,0.0012693174936388404,0.0007281169160597433,0.00036348767561427715,0.0007281169160597433,0.0007281169160597433,0.0005514632153644913,0.0012693174936388404,0.00047992598240494236,0.00013743384195483762,0.00047992598240494236,0.0007281169160597433,0.0009613592143257353,0.0006336637086748647,0.0012693174936388404,0.0008366492134463958,9.058719851311487e-05,0.00047992598240494236,0.0006336637086748647,0.0008366492134463958,0.0006336637086748647,0.0009613592143257353,0.00036348767561427715,0.0007281169160597433,1.9647245933680186e-05,0.0011046583491806632,0.0006336637086748647,0.0011046583491806632,0.0001579195775242728,0.0012693174936388404,0.0012693174936388404,0.0011046583491806632,0.0012693174936388404
Liver cancer,0.3780976665098228,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.5736286781744419,0.28636466245512926,0.011723218071623406,0.21688766466087056,0.07136685578438089,0.0820047199030401,0.21688766466087056,0.5736286781744419,0.5736286781744419,0.4992160841164309,0.24921669864054344,0.5736286781744419,0.12441298439175678,0.14295784542017317,0.32904986042415735,0.43445648399879355,0.3780976665098228,0.5736286781744419,0.10827381064515743,0.5736286781744419,0.3780976665098228,0.28636466245512926,0.3780976665098228,0.28636466245512926,0.43445648399879355,0.5736286781744419,0.43445648399879355,0.18875243648859394,0.18875243648859394,0.3780976665098228,0.12441298439175678,0.0009613592143257353,1.0,0.24921669864054344,0.28636466245512926,0.5736286781744419,0.32904986042415735,0.16426698280000598,0.32904986042415735,0.32904986042415735,0.24921669864054344,0.5736286781744419,0.21688766466087056,0.062108962881291446,0.16426698280000598,0.32904986042415735,0.43445648399879355,0.28636466245512926,0.5736286781744419,0.3780976665098228,0.05405202776263944,0.21688766466087056,0.28636466245512926,0.3780976665098228,0.28636466245512926,0.43445648399879355,0.16426698280000598,0.32904986042415735,0.00509322810454862,0.4992160841164309,0.28636466245512926,0.4992160841164309,0.05405202776263944,0.5736286781744419,0.5736286781744419,0.4992160841164309,0.5736286781744419
Diabetic retinopathy,0.21688766466087056,0.14295784542017317,0.18875243648859394,0.16426698280000598,0.32904986042415735,0.16426698280000598,0.006724774086376062,0.12441298439175678,0.040938075149060435,0.062108962881291446,0.12441298439175678,0.32904986042415735,0.32904986042415735,0.28636466245512926,0.14295784542017317,0.32904986042415735,0.05405202776263944,0.0820047199030401,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.32904986042415735,0.062108962881291446,0.43445648399879355,0.21688766466087056,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.24921669864054344,0.32904986042415735,0.24921669864054344,0.10827381064515743,0.10827381064515743,0.21688766466087056,0.07136685578438089,0.0005514632153644913,0.24921669864054344,1.0,0.16426698280000598,0.32904986042415735,0.18875243648859394,0.09422825221127121,0.18875243648859394,0.18875243648859394,0.14295784542017317,0.32904986042415735,0.12441298439175678,0.03562748228038069,0.09422825221127121,0.18875243648859394,0.24921669864054344,0.16426698280000598,0.32904986042415735,0.21688766466087056,0.023483253934761496,0.12441298439175678,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.24921669864054344,0.09422825221127121,0.18875243648859394,0.0029216217052531446,0.28636466245512926,0.21688766466087056,0.28636466245512926,0.031005793238131085,0.32904986042415735,0.43445648399879355,0.28636466245512926,0.32904986042415735
Non-small cell lung cancer,0.24921669864054344,0.16426698280000598,0.21688766466087056,0.18875243648859394,0.3780976665098228,0.18875243648859394,0.010202451937347319,0.14295784542017317,0.047040259082046246,0.05405202776263944,0.14295784542017317,0.3780976665098228,0.3780976665098228,0.32904986042415735,0.16426698280000598,0.3780976665098228,0.062108962881291446,0.09422825221127121,0.21688766466087056,0.28636466245512926,0.24921669864054344,0.3780976665098228,0.09422825221127121,0.3780976665098228,0.24921669864054344,0.18875243648859394,0.24921669864054344,0.18875243648859394,0.28636466245512926,0.3780976665098228,0.28636466245512926,0.12441298439175678,0.12441298439175678,0.24921669864054344,0.0820047199030401,0.0006336637086748647,0.28636466245512926,0.16426698280000598,1.0,0.3780976665098228,0.21688766466087056,0.10827381064515743,0.21688766466087056,0.21688766466087056,0.21688766466087056,0.3780976665098228,0.14295784542017317,0.040938075149060435,0.10827381064515743,0.21688766466087056,0.28636466245512926,0.18875243648859394,0.3780976665098228,0.24921669864054344,0.03562748228038069,0.14295784542017317,0.18875243648859394,0.24921669864054344,0.18875243648859394,0.28636466245512926,0.10827381064515743,0.21688766466087056,0.0033571153859683076,0.32904986042415735,0.18875243648859394,0.32904986042415735,0.03562748228038069,0.3780976665098228,0.3780976665098228,0.32904986042415735,0.3780976665098228
Hypertension,0.4992160841164309,0.32904986042415735,0.43445648399879355,0.3780976665098228,0.7573827818048426,0.3780976665098228,0.015478590685263516,0.28636466245512926,0.09422825221127121,0.10827381064515743,0.28636466245512926,0.7573827818048426,0.7573827818048426,0.659133130709414,0.32904986042415735,0.7573827818048426,0.12441298439175678,0.18875243648859394,0.43445648399879355,0.5736286781744419,0.4992160841164309,0.7573827818048426,0.14295784542017317,0.7573827818048426,0.4992160841164309,0.3780976665098228,0.4992160841164309,0.3780976665098228,0.5736286781744419,0.7573827818048426,0.5736286781744419,0.24921669864054344,0.24921669864054344,0.4992160841164309,0.16426698280000598,0.0012693174936388404,0.5736286781744419,0.32904986042415735,0.3780976665098228,1.0,0.43445648399879355,0.21688766466087056,0.43445648399879355,0.43445648399879355,0.32904986042415735,0.7573827818048426,0.28636466245512926,0.0820047199030401,0.21688766466087056,0.43445648399879355,0.5736286781744419,0.3780976665098228,0.7573827818048426,0.4992160841164309,0.05405202776263944,0.28636466245512926,0.3780976665098228,0.4992160841164309,0.3780976665098228,0.5736286781744419,0.21688766466087056,0.43445648399879355,0.006724774086376062,0.659133130709414,0.3780976665098228,0.659133130709414,0.07136685578438089,0.7573827818048426,0.7573827818048426,0.659133130709414,0.7573827818048426
Primary hepatic carcinoma,0.28636466245512926,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.43445648399879355,0.21688766466087056,0.008878963514790937,0.16426698280000598,0.05405202776263944,0.062108962881291446,0.16426698280000598,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.18875243648859394,0.43445648399879355,0.07136685578438089,0.10827381064515743,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.43445648399879355,0.0820047199030401,0.43445648399879355,0.28636466245512926,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.43445648399879355,0.32904986042415735,0.14295784542017317,0.14295784542017317,0.28636466245512926,0.09422825221127121,0.0007281169160597433,0.32904986042415735,0.18875243648859394,0.21688766466087056,0.43445648399879355,1.0,0.12441298439175678,0.24921669864054344,0.24921669864054344,0.18875243648859394,0.43445648399879355,0.16426698280000598,0.047040259082046246,0.12441298439175678,0.24921669864054344,0.32904986042415735,0.21688766466087056,0.43445648399879355,0.28636466245512926,0.031005793238131085,0.16426698280000598,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.12441298439175678,0.24921669864054344,0.003857523270189639,0.3780976665098228,0.21688766466087056,0.3780976665098228,0.040938075149060435,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.43445648399879355
Rheumatoid arthritis,0.14295784542017317,0.09422825221127121,0.12441298439175678,0.10827381064515743,0.21688766466087056,0.10827381064515743,0.004432521396866594,0.0820047199030401,0.026983641638217464,0.031005793238131085,0.0820047199030401,0.21688766466087056,0.21688766466087056,0.18875243648859394,0.09422825221127121,0.21688766466087056,0.03562748228038069,0.05405202776263944,0.12441298439175678,0.16426698280000598,0.14295784542017317,0.21688766466087056,0.040938075149060435,0.21688766466087056,0.14295784542017317,0.10827381064515743,0.14295784542017317,0.14295784542017317,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.07136685578438089,0.07136685578438089,0.14295784542017317,0.047040259082046246,0.00036348767561427715,0.16426698280000598,0.09422825221127121,0.10827381064515743,0.21688766466087056,0.12441298439175678,1.0,0.12441298439175678,0.12441298439175678,0.09422825221127121,0.21688766466087056,0.0820047199030401,0.023483253934761496,0.062108962881291446,0.12441298439175678,0.16426698280000598,0.10827381064515743,0.21688766466087056,0.14295784542017317,0.015478590685263516,0.0820047199030401,0.10827381064515743,0.14295784542017317,0.10827381064515743,0.16426698280000598,0.062108962881291446,0.12441298439175678,0.001925737661332081,0.18875243648859394,0.10827381064515743,0.18875243648859394,0.02043694556717813,0.21688766466087056,0.21688766466087056,0.18875243648859394,0.21688766466087056
Primary great saphenous vein varicosities,0.28636466245512926,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.43445648399879355,0.21688766466087056,0.008878963514790937,0.16426698280000598,0.05405202776263944,0.062108962881291446,0.16426698280000598,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.18875243648859394,0.43445648399879355,0.07136685578438089,0.10827381064515743,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.43445648399879355,0.0820047199030401,0.43445648399879355,0.28636466245512926,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.43445648399879355,0.32904986042415735,0.14295784542017317,0.14295784542017317,0.28636466245512926,0.09422825221127121,0.0007281169160597433,0.32904986042415735,0.18875243648859394,0.21688766466087056,0.43445648399879355,0.24921669864054344,0.12441298439175678,1.0,0.24921669864054344,0.18875243648859394,0.43445648399879355,0.16426698280000598,0.047040259082046246,0.12441298439175678,0.24921669864054344,0.32904986042415735,0.21688766466087056,0.43445648399879355,0.28636466245512926,0.031005793238131085,0.16426698280000598,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.12441298439175678,0.24921669864054344,0.003857523270189639,0.3780976665098228,0.21688766466087056,0.3780976665098228,0.040938075149060435,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.43445648399879355
Multiple system atrophy,0.28636466245512926,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.43445648399879355,0.21688766466087056,0.008878963514790937,0.16426698280000598,0.05405202776263944,0.062108962881291446,0.16426698280000598,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.18875243648859394,0.43445648399879355,0.07136685578438089,0.10827381064515743,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.43445648399879355,0.0820047199030401,0.43445648399879355,0.28636466245512926,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.43445648399879355,0.32904986042415735,0.14295784542017317,0.14295784542017317,0.28636466245512926,0.09422825221127121,0.0007281169160597433,0.32904986042415735,0.18875243648859394,0.21688766466087056,0.43445648399879355,0.24921669864054344,0.12441298439175678,0.24921669864054344,1.0,0.18875243648859394,0.43445648399879355,0.16426698280000598,0.047040259082046246,0.12441298439175678,0.24921669864054344,0.32904986042415735,0.21688766466087056,0.43445648399879355,0.28636466245512926,0.031005793238131085,0.16426698280000598,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.12441298439175678,0.24921669864054344,0.003857523270189639,0.3780976665098228,0.21688766466087056,0.3780976665098228,0.040938075149060435,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.43445648399879355
Osteoarthritis,0.21688766466087056,0.14295784542017317,0.18875243648859394,0.16426698280000598,0.32904986042415735,0.16426698280000598,0.006724774086376062,0.12441298439175678,0.040938075149060435,0.047040259082046246,0.12441298439175678,0.32904986042415735,0.32904986042415735,0.28636466245512926,0.14295784542017317,0.32904986042415735,0.05405202776263944,0.0820047199030401,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.32904986042415735,0.062108962881291446,0.32904986042415735,0.21688766466087056,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.24921669864054344,0.32904986042415735,0.24921669864054344,0.10827381064515743,0.10827381064515743,0.21688766466087056,0.07136685578438089,0.0005514632153644913,0.24921669864054344,0.14295784542017317,0.21688766466087056,0.32904986042415735,0.18875243648859394,0.09422825221127121,0.18875243648859394,0.18875243648859394,1.0,0.32904986042415735,0.12441298439175678,0.03562748228038069,0.09422825221127121,0.18875243648859394,0.24921669864054344,0.16426698280000598,0.32904986042415735,0.21688766466087056,0.023483253934761496,0.12441298439175678,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.24921669864054344,0.09422825221127121,0.18875243648859394,0.0029216217052531446,0.28636466245512926,0.16426698280000598,0.28636466245512926,0.031005793238131085,0.32904986042415735,0.32904986042415735,0.28636466245512926,0.32904986042415735
Cardiovascular disease,0.4992160841164309,0.32904986042415735,0.43445648399879355,0.3780976665098228,0.7573827818048426,0.3780976665098228,0.015478590685263516,0.28636466245512926,0.09422825221127121,0.10827381064515743,0.28636466245512926,0.7573827818048426,0.7573827818048426,0.659133130709414,0.32904986042415735,0.7573827818048426,0.12441298439175678,0.18875243648859394,0.43445648399879355,0.5736286781744419,0.4992160841164309,0.7573827818048426,0.14295784542017317,0.7573827818048426,0.4992160841164309,0.3780976665098228,0.4992160841164309,0.3780976665098228,0.5736286781744419,0.7573827818048426,0.5736286781744419,0.24921669864054344,0.24921669864054344,0.4992160841164309,0.16426698280000598,0.0012693174936388404,0.5736286781744419,0.32904986042415735,0.3780976665098228,0.7573827818048426,0.43445648399879355,0.21688766466087056,0.43445648399879355,0.43445648399879355,0.32904986042415735,1.0,0.28636466245512926,0.0820047199030401,0.21688766466087056,0.43445648399879355,0.5736286781744419,0.3780976665098228,0.7573827818048426,0.4992160841164309,0.05405202776263944,0.28636466245512926,0.3780976665098228,0.4992160841164309,0.3780976665098228,0.5736286781744419,0.21688766466087056,0.43445648399879355,0.006724774086376062,0.659133130709414,0.3780976665098228,0.659133130709414,0.07136685578438089,0.7573827818048426,0.7573827818048426,0.659133130709414,0.7573827818048426
Systemic lupus erythematosus,0.18875243648859394,0.12441298439175678,0.16426698280000598,0.14295784542017317,0.28636466245512926,0.14295784542017317,0.005852419018958815,0.10827381064515743,0.03562748228038069,0.040938075149060435,0.10827381064515743,0.28636466245512926,0.28636466245512926,0.24921669864054344,0.12441298439175678,0.28636466245512926,0.047040259082046246,0.07136685578438089,0.16426698280000598,0.21688766466087056,0.18875243648859394,0.28636466245512926,0.05405202776263944,0.28636466245512926,0.18875243648859394,0.14295784542017317,0.18875243648859394,0.14295784542017317,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.09422825221127121,0.09422825221127121,0.18875243648859394,0.062108962881291446,0.00047992598240494236,0.21688766466087056,0.12441298439175678,0.14295784542017317,0.28636466245512926,0.16426698280000598,0.0820047199030401,0.16426698280000598,0.16426698280000598,0.12441298439175678,0.28636466245512926,1.0,0.031005793238131085,0.0820047199030401,0.16426698280000598,0.21688766466087056,0.14295784542017317,0.28636466245512926,0.18875243648859394,0.02043694556717813,0.10827381064515743,0.14295784542017317,0.18875243648859394,0.14295784542017317,0.21688766466087056,0.0820047199030401,0.16426698280000598,0.0025426213898645145,0.24921669864054344,0.14295784542017317,0.24921669864054344,0.026983641638217464,0.28636466245512926,0.28636466245512926,0.24921669864054344,0.28636466245512926
Hepatoblastoma,0.05405202776263944,0.03562748228038069,0.047040259082046246,0.040938075149060435,0.0820047199030401,0.040938075149060435,0.0016759259969101195,0.031005793238131085,0.010202451937347319,0.011723218071623406,0.031005793238131085,0.0820047199030401,0.0820047199030401,0.07136685578438089,0.03562748228038069,0.0820047199030401,0.013470667913831995,0.02043694556717813,0.047040259082046246,0.062108962881291446,0.05405202776263944,0.0820047199030401,0.015478590685263516,0.0820047199030401,0.05405202776263944,0.040938075149060435,0.05405202776263944,0.040938075149060435,0.062108962881291446,0.0820047199030401,0.062108962881291446,0.026983641638217464,0.026983641638217464,0.05405202776263944,0.017785812190939176,0.00013743384195483762,0.062108962881291446,0.03562748228038069,0.040938075149060435,0.0820047199030401,0.047040259082046246,0.023483253934761496,0.047040259082046246,0.047040259082046246,0.03562748228038069,0.0820047199030401,0.031005793238131085,1.0,0.023483253934761496,0.047040259082046246,0.062108962881291446,0.040938075149060435,0.0820047199030401,0.05405202776263944,0.005852419018958815,0.031005793238131085,0.040938075149060435,0.05405202776263944,0.040938075149060435,0.062108962881291446,0.023483253934761496,0.047040259082046246,0.0007281169160597433,0.07136685578438089,0.040938075149060435,0.07136685578438089,0.007727161429538318,0.0820047199030401,0.0820047199030401,0.07136685578438089,0.0820047199030401
Multiple sclerosis,0.14295784542017317,0.09422825221127121,0.12441298439175678,0.10827381064515743,0.21688766466087056,0.10827381064515743,0.004432521396866594,0.0820047199030401,0.026983641638217464,0.031005793238131085,0.0820047199030401,0.21688766466087056,0.21688766466087056,0.18875243648859394,0.09422825221127121,0.21688766466087056,0.03562748228038069,0.07136685578438089,0.12441298439175678,0.16426698280000598,0.14295784542017317,0.21688766466087056,0.040938075149060435,0.21688766466087056,0.14295784542017317,0.10827381064515743,0.14295784542017317,0.10827381064515743,0.16426698280000598,0.21688766466087056,0.16426698280000598,0.07136685578438089,0.09422825221127121,0.14295784542017317,0.047040259082046246,0.00047992598240494236,0.16426698280000598,0.09422825221127121,0.10827381064515743,0.21688766466087056,0.12441298439175678,0.062108962881291446,0.12441298439175678,0.12441298439175678,0.09422825221127121,0.21688766466087056,0.0820047199030401,0.023483253934761496,1.0,0.12441298439175678,0.16426698280000598,0.10827381064515743,0.21688766466087056,0.14295784542017317,0.015478590685263516,0.0820047199030401,0.10827381064515743,0.14295784542017317,0.10827381064515743,0.16426698280000598,0.062108962881291446,0.12441298439175678,0.001925737661332081,0.18875243648859394,0.10827381064515743,0.18875243648859394,0.02043694556717813,0.21688766466087056,0.21688766466087056,0.18875243648859394,0.21688766466087056
Major depressive disorder,0.28636466245512926,0.18875243648859394,0.24921669864054344,0.21688766466087056,0.43445648399879355,0.21688766466087056,0.008878963514790937,0.16426698280000598,0.05405202776263944,0.062108962881291446,0.16426698280000598,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.18875243648859394,0.43445648399879355,0.07136685578438089,0.10827381064515743,0.24921669864054344,0.32904986042415735,0.28636466245512926,0.43445648399879355,0.0820047199030401,0.43445648399879355,0.28636466245512926,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.43445648399879355,0.32904986042415735,0.14295784542017317,0.14295784542017317,0.28636466245512926,0.09422825221127121,0.0007281169160597433,0.32904986042415735,0.18875243648859394,0.21688766466087056,0.43445648399879355,0.24921669864054344,0.12441298439175678,0.24921669864054344,0.24921669864054344,0.18875243648859394,0.43445648399879355,0.16426698280000598,0.047040259082046246,0.12441298439175678,1.0,0.32904986042415735,0.21688766466087056,0.43445648399879355,0.28636466245512926,0.031005793238131085,0.16426698280000598,0.21688766466087056,0.28636466245512926,0.21688766466087056,0.32904986042415735,0.12441298439175678,0.24921669864054344,0.003857523270189639,0.3780976665098228,0.21688766466087056,0.3780976665098228,0.040938075149060435,0.43445648399879355,0.43445648399879355,0.3780976665098228,0.43445648399879355
